0,272.20
1,385.45
2,405.75
3,63.70
4,1571.10
5,538.37
6,1114.80
7,1059.93
8,1000.00
9,1475.20
10,202.80
11,1499.40
12,762.20
13,422.00
14,840.40
15,316.52
16,1509.60
17,1476.78
18,158.50
19,1116.70
20,1000.00
21,1000.00
22,869.30
23,3.60
24,1130.50
25,1000.00
26,1000.00
27,1000.00
28,1000.00
29,1000.00
30,1000.00
31,1000.00
32,1000.00
33,1000.00
34,1000.00
35,1000.00
36,1000.00
